      0.00000      0.00000         -NaN
      1.00000      0.00000         -NaN
      2.00000      0.00000         -NaN
      3.00000      0.00000         -NaN
      4.00000      0.00000         -NaN
      5.00000      0.00000         -NaN
      6.00000      0.00000         -NaN
      7.00000      0.00000         -NaN
      8.00000      0.00000         -NaN
      9.00000      0.00000         -NaN
      10.0000      0.00000         -NaN
      11.0000      0.00000         -NaN
      12.0000      0.00000         -NaN
      13.0000      0.00000         -NaN
      14.0000      0.00000         -NaN
      15.0000      0.00000         -NaN
      16.0000      0.00000         -NaN
      17.0000      0.00000         -NaN
      18.0000      0.00000         -NaN
      19.0000      0.00000         -NaN
      20.0000      0.00000         -NaN
      21.0000      0.00000         -NaN
      22.0000      0.00000         -NaN
      23.0000      0.00000         -NaN
      24.0000      0.00000         -NaN
      25.0000      0.00000         -NaN
      26.0000      0.00000         -NaN
      27.0000      0.00000         -NaN
      28.0000      0.00000         -NaN
      29.0000      0.00000         -NaN
      30.0000      0.00000         -NaN
      31.0000      0.00000         -NaN
      32.0000      0.00000         -NaN
      33.0000      0.00000         -NaN
      34.0000      0.00000         -NaN
      35.0000      0.00000         -NaN
      36.0000      0.00000         -NaN
      37.0000      0.00000         -NaN
      38.0000      0.00000         -NaN
      39.0000      0.00000         -NaN
      40.0000      0.00000         -NaN
      41.0000      0.00000         -NaN
      42.0000      0.00000         -NaN
      43.0000      0.00000         -NaN
      44.0000      0.00000         -NaN
      45.0000      0.00000         -NaN
      46.0000      0.00000         -NaN
      47.0000      0.00000         -NaN
      48.0000      0.00000         -NaN
      49.0000      0.00000         -NaN
      50.0000      0.00000         -NaN
      51.0000      0.00000         -NaN
      52.0000      0.00000         -NaN
      53.0000      0.00000         -NaN
      54.0000      0.00000         -NaN
      55.0000      0.00000         -NaN
      56.0000      0.00000         -NaN
      57.0000      0.00000         -NaN
      58.0000      0.00000         -NaN
      59.0000      0.00000         -NaN
      60.0000      0.00000         -NaN
      61.0000      0.00000         -NaN
      62.0000      0.00000         -NaN
      63.0000      0.00000         -NaN
      64.0000      0.00000         -NaN
      65.0000      0.00000         -NaN
      66.0000      0.00000         -NaN
      67.0000      0.00000         -NaN
      68.0000      0.00000         -NaN
      69.0000      0.00000         -NaN
      70.0000      0.00000         -NaN
      71.0000      0.00000         -NaN
      72.0000      0.00000         -NaN
      73.0000      0.00000         -NaN
      74.0000      0.00000         -NaN
      75.0000      0.00000         -NaN
      76.0000      0.00000         -NaN
      77.0000      0.00000         -NaN
      78.0000      0.00000         -NaN
      79.0000      0.00000         -NaN
      80.0000      0.00000         -NaN
      81.0000      0.00000         -NaN
      82.0000      0.00000         -NaN
      83.0000      0.00000         -NaN
      84.0000      0.00000         -NaN
      85.0000      0.00000         -NaN
      86.0000      0.00000         -NaN
      87.0000      0.00000         -NaN
      88.0000      0.00000         -NaN
      89.0000      0.00000         -NaN
      90.0000      0.00000         -NaN
      91.0000      0.00000         -NaN
      92.0000      0.00000         -NaN
      93.0000      0.00000         -NaN
      94.0000      0.00000         -NaN
      95.0000      0.00000         -NaN
      96.0000      0.00000         -NaN
      97.0000      0.00000         -NaN
      98.0000      0.00000         -NaN
      99.0000      0.00000         -NaN
      100.000      0.00000         -NaN
      101.000      0.00000         -NaN
      102.000      0.00000         -NaN
      103.000      0.00000         -NaN
      104.000      0.00000         -NaN
      105.000      0.00000         -NaN
      106.000      0.00000         -NaN
      107.000      0.00000         -NaN
      108.000      0.00000         -NaN
      109.000      0.00000         -NaN
      110.000      0.00000         -NaN
      111.000      0.00000         -NaN
      112.000      0.00000         -NaN
      113.000      0.00000         -NaN
      114.000      0.00000         -NaN
      115.000      0.00000         -NaN
      116.000      0.00000         -NaN
      117.000      0.00000         -NaN
      118.000      0.00000         -NaN
      119.000      0.00000         -NaN
      120.000      0.00000         -NaN
      121.000      0.00000         -NaN
      122.000      0.00000         -NaN
      123.000      0.00000         -NaN
      124.000      0.00000         -NaN
      125.000      0.00000         -NaN
      126.000      0.00000         -NaN
      127.000      278.260      90.0000
      128.000      284.683      85.7827
      129.000      287.348      84.0453
      130.000      289.396      82.7185
      131.000      291.126      81.6054
      132.000      292.652      80.6294
      133.000      294.034      79.7514
      134.000      295.307      78.9480
      135.000      296.494      78.2039
      136.000      297.610      77.5085
      137.000      298.668      76.8541
      138.000      299.675      76.2348
      139.000      300.640      75.6461
      140.000      301.566      75.0844
      141.000      302.459      74.5466
      142.000      303.322      74.0305
      143.000      304.158      73.5340
      144.000      304.969      73.0553
      145.000      305.758      72.5930
      146.000      306.527      72.1457
      147.000      307.278      71.7125
      148.000      308.011      71.2923
      149.000      308.728      70.8842
      150.000      309.429      70.4876
      151.000      310.117      70.1017
      152.000      310.792      69.7258
      153.000      311.455      69.3596
      154.000      312.106      69.0023
      155.000      312.747      68.6537
      156.000      313.377      68.3133
      157.000      313.997      67.9807
      158.000      314.608      67.6555
      159.000      315.211      67.3374
      160.000      315.805      67.0262
      161.000      316.391      66.7216
      162.000      316.970      66.4233
      163.000      317.541      66.1310
      164.000      318.106      65.8446
      165.000      318.664      65.5639
      166.000      319.216      65.2886
      167.000      319.761      65.0186
      168.000      320.301      64.7536
      169.000      320.835      64.4937
      170.000      321.364      64.2385
      171.000      321.888      63.9880
      172.000      322.407      63.7420
      173.000      322.921      63.5004
      174.000      323.430      63.2631
      175.000      323.935      63.0299
      176.000      324.436      62.8008
      177.000      324.932      62.5756
      178.000      325.424      62.3544
      179.000      325.913      62.1368
      180.000      326.397      61.9230
      181.000      326.879      61.7127
      182.000      327.356      61.5060
      183.000      327.830      61.3027
      184.000      328.301      61.1028
      185.000      328.769      60.9062
      186.000      329.233      60.7128
      187.000      329.694      60.5226
      188.000      330.153      60.3354
      189.000      330.609      60.1514
      190.000      331.061      59.9703
      191.000      331.511      59.7922
      192.000      331.959      59.6169
      193.000      332.404      59.4445
      194.000      332.846      59.2749
      195.000      333.286      59.1080
      196.000      333.724      58.9438
      197.000      334.160      58.7823
      198.000      334.593      58.6234
      199.000      335.024      58.4670
      200.000      335.453      58.3132
      201.000      335.880      58.1620
      202.000      336.304      58.0131
      203.000      336.727      57.8667
      204.000      337.148      57.7227
      205.000      337.567      57.5811
      206.000      337.985      57.4418
      207.000      338.400      57.3048
      208.000      338.814      57.1701
      209.000      339.226      57.0377
      210.000      339.637      56.9074
      211.000      340.045      56.7794
      212.000      340.453      56.6535
      213.000      340.859      56.5298
      214.000      341.263      56.4082
      215.000      341.666      56.2887
      216.000      342.067      56.1712
      217.000      342.467      56.0559
      218.000      342.866      55.9425
      219.000      343.264      55.8312
      220.000      343.660      55.7219
      221.000      344.055      55.6145
      222.000      344.448      55.5091
      223.000      344.841      55.4057
      224.000      345.232      55.3041
      225.000      345.622      55.2045
      226.000      346.011      55.1068
      227.000      346.399      55.0109
      228.000      346.786      54.9169
      229.000      347.172      54.8247
      230.000      347.557      54.7344
      231.000      347.941      54.6459
      232.000      348.324      54.5592
      233.000      348.706      54.4742
      234.000      349.087      54.3911
      235.000      349.468      54.3097
      236.000      349.847      54.2300
      237.000      350.226      54.1521
      238.000      350.604      54.0760
      239.000      350.981      54.0015
